feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,target
1.6252,,-2.10477,4.22213,3.15361,-0.16309,-0.56605,1.08686,1.3121,-0.41147,1.69743,-0.78488,,-0.42917,-0.59937,,-1.01175,-1.01439,3.1705,,-0.37279,,1.39341,1.41105,0.30962,1
1.36666,2.48747,3.09933,-7.5332,-1.80261,,-0.4274,-0.46869,-3.40122,0.19161,0.21661,-0.66048,,3.15777,-1.76133,-3.78639,0.36629,-1.10772,1.01935,1.83007,-2.57178,-0.53793,-5.39423,-0.77789,-1.39433,0
-0.16124,-0.06032,2.04061,-0.96367,-0.9428,-1.52755,0.35353,0.07937,0.82136,-1.18429,1.97718,-0.59709,,-1.48586,-0.19082,,0.89945,1.18364,-0.66675,-1.02687,-1.8756,-0.15404,2.45067,-0.56624,1.11362,0
-0.71418,1.09403,1.61526,-3.55516,0.85891,,-0.89109,0.151,-1.26306,-1.41176,1.17978,0.60158,-0.34218,-1.28345,0.9387,-2.54503,1.45883,-1.3398,0.29814,-0.72977,-0.25493,,-2.46977,-1.30272,-1.45701,0
1.73425,2.25123,0.34094,0.24536,-0.54768,-2.40267,-0.72635,2.03449,-2.49957,-0.57645,0.66761,-2.19003,,-0.38996,-0.62526,-0.43646,-0.35211,0.89486,0.74555,,-0.79948,,-0.42209,-3.76327,,0
,,0.44711,0.44511,0.21744,-0.65969,0.15789,-1.92166,-1.14508,3.38351,-0.4018,-0.93251,0.91306,-0.28238,,0.41672,0.80259,-1.40637,-4.57536,,0.67393,-0.9775,-1.28268,1.77593,1.01723,0
0.4387,0.01379,0.58757,2.05855,0.90903,-0.11085,-0.58581,2.66881,-1.60742,-4.65952,-1.10173,0.28102,,0.65688,0.29081,,-0.98612,-0.25449,6.83881,,-0.87932,,-0.15391,0.33151,0.5401,0
,1.15418,1.81889,-4.14613,2.22433,,1.41154,-1.80592,-1.96524,2.28687,0.31991,1.20997,,0.27655,-0.2992,,-0.23965,-0.7847,-4.87475,-0.89692,,,-5.24039,-0.26774,0.00733,0
-1.85493,-0.09958,3.91326,-4.97369,0.15573,-0.53813,-0.0925,-3.78323,-0.58436,0.97297,0.70064,-0.62652,,0.61447,,-0.3858,-1.41117,0.83233,-6.9411,-1.95706,-0.63706,,-2.28749,3.98105,,0
-1.32345,-3.35385,-4.11155,6.93501,3.29973,,1.0286,-0.75385,-4.89723,2.23906,-0.64206,-1.01641,0.66323,-0.43573,,-0.3694,-0.5586,0.56347,-4.20114,0.14613,,,-5.83393,1.02244,-0.90736,0
-0.64754,-0.08232,0.09855,1.4557,0.51166,-0.53256,0.91734,0.61655,-2.73987,-2.87601,1.32587,0.63394,,-0.50037,,-2.5781,0.61163,0.16755,2.66055,,0.76088,,-2.9681,1.17415,0.42533,0
-0.48466,,1.91491,0.33001,-1.09265,,0.59665,-0.84858,-1.26458,-0.19529,1.084,-1.56478,,0.36439,,,-0.33541,0.01917,-1.03121,,0.40861,-0.25601,0.00937,4.03256,,0
1.34076,-0.01023,-3.73348,3.45811,0.25952,0.67442,-1.94325,2.60643,1.44769,1.07498,0.92545,2.88519,0.09137,1.82621,0.17482,,-0.05674,-0.42094,2.87607,0.90371,2.5338,-0.18511,3.03271,-3.54959,,1
1.27461,0.21396,2.91303,,1.24824,,0.8261,1.37249,2.5585,-0.1295,0.66516,1.19953,,-0.56921,-0.96985,1.21117,-0.45421,0.62792,0.65393,0.05464,-3.5808,,5.33828,-0.09634,,0
-2.01427,-3.45483,0.97683,,1.75435,-1.27076,-0.4468,-1.11955,-1.71355,2.17286,1.10397,-0.65364,,-0.59954,2.42834,1.18873,0.17636,1.48844,-5.86574,0.32704,,-1.01201,0.09269,3.23268,,0
3.20882,-0.23205,3.4025,2.1907,1.41814,,1.64349,2.5538,0.52686,-0.49361,-1.70514,1.17581,,0.11493,-1.19266,,-1.71396,-0.54834,2.26079,0.71124,-4.68786,,5.38258,0.33758,4.57978,0
2.59502,4.15383,-0.20762,,1.18498,1.63987,-2.34694,0.11337,2.79662,-0.58898,-0.7036,-2.12121,,0.35671,-0.56848,-0.74017,0.35865,0.04964,3.66369,-0.32291,-7.49724,-0.63226,-1.16334,-3.16959,-0.9824,1
-1.41583,-1.63706,3.75042,-1.52836,0.44018,,-0.06992,-0.40545,2.10644,0.45752,0.07764,0.04887,,-0.24832,,1.1295,0.29798,2.09976,-1.78469,0.52104,-0.10589,-0.56776,4.17334,3.52641,1.04992,0
-1.07602,-0.92957,1.98635,,-1.33546,-2.61165,-0.46335,2.43782,-3.28919,-1.36029,1.94453,-0.62727,,-0.76933,-0.72004,-0.57843,0.00883,0.22202,-0.5402,-1.27669,4.20246,,2.00442,-1.22503,1.10685,0
-3.38098,-2.56316,-1.49319,1.72784,2.18519,1.51363,-1.25808,-1.0746,1.50686,-0.1936,-1.22316,0.89202,,-1.89353,-0.29688,1.32707,-0.46789,0.22094,-1.17757,-1.198,5.49851,,0.17274,3.63722,-2.71242,1
-0.58876,0.86847,-0.72461,-0.34246,-1.00908,,-0.09763,0.00714,-2.91583,-1.66279,-1.4423,-1.82568,,-0.2207,,-3.90511,-1.09153,0.03744,4.26111,-1.14937,,,-5.91256,0.55211,0.65634,0
1.54045,3.91174,-0.77023,-4.50593,0.77997,,0.19927,-0.53216,-0.68504,-0.04764,-0.51315,1.36206,,-0.37197,,-1.62361,0.48071,1.64701,-0.43737,-0.45432,-3.7279,-1.56239,-4.42546,-4.69949,-1.37277,0
1.13484,1.06997,1.04883,-1.23695,2.02818,0.50772,-0.14783,-0.76688,3.69877,-2.67572,-0.65883,0.85971,,-2.05888,,-0.21648,-0.1814,0.42596,3.47556,,-6.99194,,1.5722,2.69542,1.47069,0
-2.86503,1.32055,-2.30298,4.25309,-0.03227,1.1901,-1.07419,0.85411,2.40123,1.22374,-0.32134,0.06207,0.7213,2.71586,-2.0578,6.20285,-0.15959,1.19264,-0.12407,,3.31579,-0.64308,3.3828,2.52132,1.76604,0
,3.82098,0.93474,-3.14602,-0.58486,-5.08294,-0.07228,2.21895,-3.58259,0.55597,-0.97769,2.4048,-1.67643,0.72922,,-2.28743,0.76495,1.36264,-1.77298,-1.1628,-2.4065,,-1.98687,-9.56755,0.17395,0
2.52288,-1.26286,-5.42308,6.23483,-0.59504,,1.77338,-0.34009,-1.43734,-1.7473,-1.62076,0.39758,1.58907,0.12703,2.35894,,0.75043,1.26144,0.48939,-0.8367,1.20966,,-1.4041,-2.35822,-1.12235,1
,,1.57248,-0.02323,-2.93019,2.00025,0.42758,-3.57309,2.04505,0.519,0.49086,-1.11787,,1.39409,-0.36502,,0.09649,0.7192,-2.84191,,,0.90549,2.41405,6.13309,,0
-4.44453,-5.29078,-0.93814,,-1.01841,0.02784,0.9654,1.37429,0.25863,2.73521,-2.04439,3.08281,,-1.64316,1.42359,,-0.38791,1.7784,0.19831,1.00445,,1.38045,2.41772,0.67122,3.15169,0
-1.63018,,-4.82738,6.36558,-2.87503,1.77349,-1.27691,-2.07852,-0.6133,-3.53204,-0.3761,0.10607,1.4451,0.90656,0.55398,,-1.5284,-0.02916,5.74238,-0.6344,-1.75306,,-5.00045,4.27736,,0
-3.51308,-4.19882,1.20262,4.26339,0.23561,0.28422,0.18024,2.96708,-1.10263,3.01491,-0.31666,0.32333,-1.73634,-0.23823,,0.03408,0.90518,0.64188,-0.23762,-0.46898,7.60189,,3.31682,-0.07828,1.55015,0
-3.67655,-2.08326,2.29986,,1.64002,-0.82557,1.42843,-2.03551,-1.26706,0.77989,-0.13466,-0.72475,-0.18063,-0.59559,-0.08771,,-0.10063,0.57378,-4.94737,-0.74701,3.64036,0.7139,-2.56634,2.78481,-0.4162,0
-2.5508,-1.85632,0.0801,2.25833,1.61711,-0.79878,-0.41273,1.09447,-2.69239,2.15412,0.44603,-0.07345,,0.15729,0.13936,-0.80889,1.15627,1.70465,-1.73173,-0.54485,5.83546,0.3251,-1.92312,-0.19456,,0
-0.84023,0.59126,0.675,-0.17291,0.87856,,-0.0044,1.34309,-1.43816,-0.77501,1.083,-0.83365,,-1.13735,2.3091,,2.12516,-0.31249,1.22582,,1.47129,-0.84756,-0.92854,-0.63378,,0
0.06107,1.3406,2.63665,-5.96189,-0.44635,1.00121,-0.12461,-3.74164,0.18314,0.48872,-1.24213,0.25678,-1.97071,-0.05079,1.99745,,-0.68535,0.04815,-3.36437,-0.15351,-4.75672,,-3.73162,2.74857,0.48928,0
1.12426,0.5356,-0.73907,-1.30009,-1.59506,2.3451,-0.60024,-1.15107,0.96279,1.65879,1.76038,-0.21586,-0.78875,-0.10238,0.42037,,-0.29761,1.35084,1.63909,-0.23479,-4.19933,0.79774,-1.89958,0.04913,,0
-0.3892,,0.01929,2.53968,-2.35203,2.07544,0.75265,-1.36417,2.46109,0.64569,1.1498,0.45655,,0.41888,-0.54922,,-0.24807,-0.55581,0.92439,-1.45169,-1.71917,-0.3562,2.92049,4.14269,2.53148,0
5.71584,2.41672,0.73043,0.36237,3.14776,-0.86663,-0.66813,2.22617,2.79818,-4.13647,-0.22385,1.00814,,-0.112,-0.30775,-2.34235,-0.17146,-1.72567,9.60258,-0.20643,-12.19359,,1.96552,-0.84277,3.26257,0
0.5819,0.6593,-1.55943,,0.46195,,-0.39809,-0.99054,0.87975,-1.93347,-0.13833,-0.08782,,-0.4384,,,1.01317,1.37623,-2.67991,0.5657,1.58806,,2.31834,1.79821,-1.51016,1
2.17412,1.78594,8.15644,-13.10287,-2.37401,2.14703,1.72811,-3.69317,-0.3288,3.85994,-1.00336,-0.07981,,0.6744,-0.62303,-1.03128,-1.61631,0.0643,-7.84814,-0.53777,-5.74462,,-0.75571,1.32762,,0
1.32186,-0.27121,-0.27755,4.26026,1.15645,-0.47394,0.90914,0.99352,-1.18675,-2.49402,-1.01999,-0.52886,0.60822,-0.52133,,-0.74294,-0.26657,-0.20234,4.51557,,-2.20819,,-0.47517,3.18272,2.98978,0
2.78363,3.17188,2.90508,-5.55939,3.82753,-0.66914,0.84459,1.55457,1.41083,0.26374,2.57274,0.69273,,-1.2722,,-1.20176,-1.10267,0.70527,1.79368,,,,0.32297,-3.41535,,0
-0.24389,0.49357,1.15483,,1.36504,-0.50492,-0.74762,1.75845,-0.28603,-0.89004,-1.58049,-0.83076,,-1.5243,,0.10881,0.07499,-0.72374,2.06641,-0.00706,-0.17058,-1.11929,1.19198,0.37603,1.44457,0
-2.60373,0.00845,0.06879,1.70277,0.41227,-0.46088,-1.49095,2.63528,-5.52963,2.04558,-0.20219,2.83648,,0.80409,,-0.55479,-2.41109,0.22206,-1.25406,,8.36023,,-3.37767,-2.00132,-0.29555,0
1.5943,1.72911,-0.96664,2.20103,-0.72142,-2.82098,-0.3279,1.58673,-1.03513,-0.47626,0.9556,0.71973,,0.87062,1.12061,0.615,2.09149,-0.87538,0.68988,1.36645,-1.31347,0.45321,0.77895,-3.3345,1.80563,0
-0.59965,0.43343,1.94877,-3.18022,0.72424,,1.09009,1.69574,-3.47711,1.68956,-0.77663,-1.1826,,0.339,-0.17821,-3.74875,1.02894,-0.38726,1.37935,-0.16262,1.58113,-0.85203,-4.19465,-2.46837,,0
-1.41062,1.0726,0.34526,-0.84157,-1.00753,-0.71211,-0.29888,0.93318,0.27453,-0.61467,2.33684,-1.28826,,-0.74321,0.78342,,-0.43469,0.66749,-0.26859,0.11949,0.96694,-1.08158,1.21328,-2.34617,,0
-3.69235,,0.75152,1.47241,0.58912,-0.46664,0.61566,-0.17287,-1.50063,1.2027,0.27577,1.02496,,0.34881,-0.63145,-0.07625,0.6841,-0.45608,-2.94631,,5.47765,,-0.86162,1.73181,0.4022,0
0.82491,2.31093,1.32928,-4.66329,-5.01325,4.41073,0.72811,-1.99158,-1.05762,-2.53341,0.70241,-1.83381,-2.23381,1.59436,0.5947,-3.92597,-0.50682,0.75915,4.60963,-0.60515,,,-4.66981,2.23584,1.55027,0
-0.71198,-0.10284,-0.99848,,2.16963,,-0.10265,-2.12163,-1.37321,1.85294,0.83214,1.11749,1.42332,-0.34658,,-1.40305,1.22293,-1.08748,-3.14945,-0.31632,0.73446,1.2692,-5.40756,0.29387,-0.67321,0
-2.0956,-0.31756,-2.45981,5.00259,-0.70579,,0.46365,-0.3021,-2.42637,-3.4364,0.57261,0.69904,-2.2143,1.10358,,-0.4036,-0.10107,-0.07565,2.83768,-2.18758,2.688,0.30063,-3.26001,4.01941,1.03344,0
0.24801,1.73163,-1.58419,1.04171,0.77553,,0.73265,-0.64569,-3.22363,1.02079,1.15193,0.30333,0.46646,-0.52546,-1.5238,-0.3105,-0.43346,0.2039,-1.02203,-0.43678,0.47324,-0.39297,-5.51865,0.14341,1.1651,0
2.34857,,4.53501,-3.2012,-1.71076,,0.22575,3.76615,-3.07112,-1.20647,-0.71008,0.65894,2.15439,-0.9915,0.36181,-3.72354,-0.6426,-1.28925,-0.45872,-0.59819,,,3.60822,-7.97351,-1.00782,0
-0.00955,2.6092,0.13835,-1.68669,1.49576,-0.286,1.61863,0.70227,0.73085,0.44223,-0.90453,-0.13034,-0.88141,1.0117,0.26122,-0.90245,-1.09578,1.01778,1.88405,-0.41222,-3.80663,0.25358,-1.77021,-2.20399,,1
-1.31584,-0.46141,1.31488,-0.99063,-2.02182,1.95909,-0.45139,-0.65512,-0.88734,-0.27802,-1.51439,1.50213,,-0.88124,0.79636,-1.63359,-0.14744,-1.34466,0.9331,-1.2705,-0.46043,,-1.46332,2.09514,,0
1.25421,2.55474,0.42148,,-1.52945,-2.64774,0.19169,0.76947,1.66311,-1.52004,0.81833,0.00262,,-0.8842,,,0.59735,1.28766,0.30352,,,0.60888,2.52069,-4.75927,0.8225,0
0.96033,4.01776,3.22754,-2.00309,-1.01807,0.19749,0.5885,3.63081,0.76946,-3.59388,-1.80881,0.69809,1.10335,-1.03638,,,-0.34051,-0.18343,6.9164,,-6.29021,-1.08784,3.18834,-2.10706,,1
-0.83996,-4.03653,-0.89237,7.07935,-1.57582,,0.88828,2.1823,-2.10791,0.65938,0.20812,0.60937,,1.01714,-1.45975,,-0.67446,-0.0885,2.4048,1.43597,5.85621,,2.49083,2.66803,1.72253,0
,4.66292,-1.26009,-0.16043,3.68431,-0.78902,-1.27026,2.68185,1.38017,-2.24405,-0.21648,0.82272,,0.98194,-0.62497,,0.72426,-0.49331,7.06234,0.48969,-7.27622,,-0.6891,-3.15279,1.43237,0
3.23076,3.21012,1.07959,-1.28114,-0.9772,-5.06986,-0.21712,2.8666,-2.39142,0.70966,-0.5757,-0.49755,,0.5322,2.01042,-0.67169,1.86074,0.12437,-1.25933,,-2.39424,,1.07136,-8.67161,,0
,1.14801,0.68366,,3.70807,-0.13135,-0.60621,-0.13673,2.56014,-2.09815,-0.15475,-0.93099,,-0.85371,,-0.25439,-0.02222,0.74874,2.8312,0.01884,-4.84389,,0.41154,1.75216,,1
-1.5373,0.79326,0.99824,-2.02357,4.60153,4.09734,0.42808,-0.52663,2.85443,-2.55849,-1.01362,-0.20623,,-0.77948,,-0.83673,0.8176,0.25642,5.58472,-0.07766,-3.39257,,-1.78101,6.02099,-0.19862,0
0.09774,-3.61825,-1.60261,5.81226,-2.87673,2.2445,-0.70228,-2.72964,-0.02007,-4.51622,-1.89926,1.08009,,-1.1346,,0.09758,1.2117,-0.50814,3.06911,,-0.28557,,0.36617,9.43402,1.19455,0
-0.13288,-5.03666,0.44126,3.97894,-4.51831,,0.90592,-3.51817,3.43513,-2.03625,0.97736,1.02308,,-0.42946,1.25968,1.22259,1.58373,0.72893,0.84612,1.35244,-2.45321,,4.97525,9.47879,2.49924,0
-0.17679,1.71538,2.52902,-7.05771,-0.96354,1.58545,-0.58456,-3.64109,0.23689,0.72385,-0.02178,-0.69252,,-1.61622,,-2.50423,0.58995,-0.01718,-2.66782,0.82994,-5.35388,,-4.58464,1.48377,0.29547,0
,-0.56673,-3.64167,4.4349,3.67903,-2.76462,1.17225,-1.13515,-2.92925,1.3355,-0.61903,0.2707,,0.369,0.99087,-1.08398,1.1546,0.45589,-2.03388,,,,-6.87496,0.38568,0.92291,0
0.65801,-0.63887,-0.22376,3.76753,1.00321,0.55182,-0.14104,3.156,0.41354,-2.18705,1.2429,-1.39718,-1.44626,0.05088,,0.24386,-1.60233,0.26224,5.87556,,0.28243,0.73911,3.28235,0.53978,0.95389,1
,,-0.98716,5.83352,-2.82157,1.06976,-0.55611,0.59588,-1.15512,1.38132,0.88182,1.03642,0.3363,0.25599,-0.19436,,-1.30195,-1.00523,0.10256,-0.3252,5.35176,,2.02462,2.55419,1.87216,0
-3.9751,-2.54454,1.18183,1.01495,1.10491,,-0.40658,0.30885,0.03004,4.02167,1.49552,0.12111,0.0542,-0.83904,,-1.69786,0.55918,-0.24563,-2.79668,0.7105,2.796,,-0.57255,-1.25661,,0
-0.98148,-1.31178,0.16888,0.02668,1.6878,3.53695,-0.70978,-1.1565,-3.89445,-0.02657,1.22493,-1.08135,,-0.89557,-0.54875,-0.49992,0.66132,-0.08024,-0.06147,,5.27233,,-5.28196,6.37131,,1
5.09635,1.83077,4.27203,-2.75923,4.11546,-3.06509,-1.3368,3.65643,0.76359,-2.71587,0.78259,-1.08702,-1.63181,1.13459,-0.93074,-3.54222,-1.47622,-0.5108,5.76166,0.29999,-8.8217,0.99702,3.03106,-4.11773,,0
0.43741,2.05776,1.84587,-4.1396,-1.71275,2.70121,1.10347,1.66928,-4.64154,0.74158,-0.95499,0.0046,0.57061,-0.71216,,,-0.72889,-0.43192,2.27785,0.89848,,0.47284,-4.76038,-2.23057,,0
-3.48122,1.03044,-0.28001,-0.24803,2.90538,-2.61618,-1.03924,-2.14792,-3.3747,-0.16319,-1.37724,-0.17592,-0.21338,-0.55484,0.96422,-1.74919,-1.59394,0.87484,-4.18287,,2.5789,-0.28534,-7.59765,1.59522,0.63499,0
-3.15146,-3.79988,0.48648,4.55833,-0.51706,0.12926,-0.3462,0.21552,-1.50962,-0.32408,-2.64921,-0.0602,,-1.4719,1.4007,,-0.14328,-0.37634,-0.47733,-1.02199,5.53173,1.12671,0.92512,4.07949,1.34548,0
-0.22348,-1.07437,-0.04057,5.08759,-0.35531,-1.15698,0.17147,2.20346,-4.139,-1.28226,0.7221,1.05768,-0.44764,-2.06988,-2.73494,-0.29501,-1.15331,-0.24505,1.86316,-0.02825,4.08323,,-0.4297,1.43677,1.81058,0
1.8605,3.77672,-2.66775,0.92377,-0.99816,-2.65487,-0.20612,0.40429,-2.24889,-0.51198,0.333,1.12395,-0.36805,-1.36652,,-0.50131,-1.36527,0.08227,0.75309,0.12984,-2.90352,0.6709,-3.94759,-4.4025,,0
-2.27415,,-2.33719,4.37548,3.01297,-2.15968,-0.04339,-1.73657,-0.72653,2.39804,-0.98517,0.32392,,0.34538,,-1.51471,1.47857,-0.17474,-3.10894,0.27404,3.32746,0.73022,-3.6266,1.34994,1.09114,0
-1.14353,,-3.03184,3.88514,0.62332,-5.83904,-0.26584,-1.73107,2.6751,-3.54335,-0.64001,-0.38333,1.34524,0.52544,,2.90605,-0.63941,0.00639,-3.64051,1.4761,,-0.40703,2.54355,-0.77758,-0.08929,1
-1.78713,1.57229,-0.4258,0.88101,1.91865,0.14583,0.47431,1.61958,-0.55627,0.83677,1.99234,1.73144,,0.47787,0.17821,2.71714,-1.23216,0.19697,-0.41988,0.40011,3.92723,-0.7681,0.2046,-0.01588,,0
-3.30872,-1.50365,2.09125,0.18948,-0.06388,0.18717,1.45846,0.43043,-2.72688,0.58103,0.68414,0.11098,,0.49144,,,1.47615,-0.24302,-3.01497,0.04193,6.71941,,-0.30953,2.19526,-0.57457,0
-0.68761,-2.86037,-0.09063,0.52401,-4.90502,4.08411,0.89192,-4.38407,3.56194,-3.48799,-0.65316,-0.74722,,0.94347,0.12695,-3.18818,1.16804,-0.8722,4.313,,-7.65734,-0.9044,-0.30809,7.28353,,0
4.03191,2.15769,2.60185,,2.3671,-2.39388,0.6816,1.88436,0.3358,0.03771,-0.14223,-0.39729,-0.79162,-0.44264,,-0.5169,-0.7097,0.86713,1.91299,,-6.57406,0.05069,1.85563,-2.30815,2.80633,0
-3.43361,-0.68279,2.34888,0.20652,-2.86493,0.45419,-0.53408,0.15528,0.29663,2.91546,-0.34326,0.1051,1.94119,-1.718,,1.5885,-0.0009,0.72133,-3.11246,1.75857,2.08017,,2.59435,0.87028,3.5042,0
2.116,-1.60047,2.24135,-2.4496,-1.44001,,0.83587,-1.78586,-0.48532,-0.78328,0.74565,-0.19675,,-0.72165,,-0.47038,-0.47776,1.09702,0.03307,0.22424,-1.16765,,0.32428,4.92493,,0
0.00852,-0.41242,0.50027,4.91827,-1.62358,-2.54628,-1.56276,1.60897,-4.26836,1.40805,-0.27427,-0.36413,1.1328,-0.27475,1.9433,1.72277,-0.56007,1.02323,-2.19002,-0.45957,,0.72615,0.55355,0.52568,3.56769,0
1.2001,0.89088,0.43986,,-1.4633,,0.2275,2.42129,-3.81332,-0.05725,1.04327,-0.85421,,0.56736,,-0.53883,0.54706,0.70026,-0.45149,-0.67777,,,0.02683,-4.07056,,0
-4.52338,1.76591,1.33662,-1.17759,-0.49858,-1.01278,-0.34024,-2.44289,-1.09842,-1.30855,-0.05037,-0.79599,-0.31124,0.72593,,,-0.09544,1.37642,-2.84447,1.22264,,0.31676,-4.26385,3.2975,2.92593,1
1.12952,1.56033,2.45924,-3.26624,1.94527,-1.78382,1.86559,0.96825,-0.88293,1.03831,0.60784,0.60809,,0.94132,0.07243,-0.64295,0.96256,-1.58603,-1.68136,-1.40955,-1.24804,,-0.19039,-2.72663,-0.03583,0
-2.08106,0.78759,3.04317,-1.8065,-1.08619,1.34323,-1.72185,2.97437,-4.71102,1.26712,-1.19781,-1.22355,,0.01586,,-0.8571,0.38688,0.89151,-0.03695,0.69378,5.85932,,-1.26028,-1.29883,,0
-1.11022,3.63462,1.43901,-5.54909,1.74888,,-2.51324,-0.99243,1.69095,-2.41085,0.27683,-0.04427,0.41336,0.85554,,-2.8438,-2.10392,-0.46954,-0.67669,-1.01069,-5.91604,0.18793,-2.51425,-4.0264,0.10345,1
-2.95644,-0.2408,1.12344,1.20606,-1.35668,-0.60777,-1.34141,1.49157,-1.30839,-0.20933,0.06177,-0.59535,,0.61978,-0.94257,1.52681,-0.86632,-0.58525,-1.62543,0.56735,5.31243,0.71715,2.16704,-0.10135,0.14637,0
0.93993,1.08028,0.50388,-0.35999,-1.12134,,0.18279,0.88524,-0.43286,-0.59393,-1.71669,-1.37447,,-1.71478,,-0.32257,0.35396,0.06818,-0.23241,0.6134,,1.7666,1.12899,-3.02465,0.65458,0
0.13785,2.58819,2.79858,-7.37623,0.68458,-0.31338,-1.11978,-3.01056,-2.74862,2.05461,-0.73732,0.57218,,-1.25573,0.04883,-2.72307,-1.32276,-0.77351,-5.09742,,,-1.09794,-7.19127,-0.27968,,0
-2.37479,-3.76513,-4.16434,7.08265,3.72707,,0.88081,-0.40925,-1.24366,3.33422,0.39316,-0.58073,-0.83918,1.00775,0.87293,-0.21981,-1.60693,-0.60577,-2.80082,-1.39868,6.11273,0.54197,-3.21603,-0.02152,,0
0.38082,-0.16267,-1.37521,-0.41175,0.07572,0.11821,-0.48848,-4.16702,-0.27788,-0.21462,-3.0374,-0.31464,-2.30801,-0.18222,-0.27179,,-0.3966,0.66115,-2.56897,,-2.48346,,-4.77847,3.93443,0.20949,0
-1.87191,0.44545,2.00074,-1.1617,-2.0373,1.59259,-0.44777,0.74141,-1.93124,0.45213,-0.52964,1.41128,,-0.56471,,-1.12223,-1.16194,-0.29518,0.70361,,1.06407,-2.69344,-1.13237,0.6399,1.67351,0
0.32155,1.99427,1.08259,-3.32521,-2.51492,2.66375,0.23843,-0.45694,-3.57965,-1.18517,0.52148,0.39095,,0.24634,,-2.40257,-0.81836,0.86995,1.79069,0.45103,-0.75981,,-4.94024,0.97141,,0
,-3.99817,-1.59015,8.23855,0.73588,-1.19431,0.22905,0.12724,-1.34139,-1.26734,-0.3653,1.01251,,0.75836,-0.18533,,0.16745,-0.10686,0.58446,,5.524,,0.08692,5.03813,2.66622,0
2.28354,3.54725,2.08338,-6.74773,3.51845,0.19164,-0.81766,1.69632,-1.99488,-0.05138,1.05752,0.90812,,-1.58982,0.3022,,0.20794,-0.50081,2.22096,,-3.07719,,-4.46586,-4.6906,-2.379,0
1.10089,0.88821,0.54301,,-0.92359,-3.13195,2.80438,0.9357,-5.03167,0.02534,-1.70796,0.61631,1.81159,0.85698,,-2.10956,0.43652,-0.02093,-1.52583,,1.24373,,-3.37202,-2.93433,1.14499,0
-1.32832,2.57593,1.02099,-3.81003,2.92941,,0.23264,0.45309,0.36594,1.40214,1.16092,-0.20611,,-0.40707,-0.68426,0.48901,2.76265,-0.64493,-0.89421,,0.14021,,-1.92391,-1.25362,,0
-2.48834,1.21978,0.58292,-0.3224,-1.10802,1.12504,0.56766,-1.11887,-0.54725,-2.02937,-0.15877,1.23076,-0.64651,0.07108,0.38265,,-1.94564,0.58346,1.13331,,-1.04952,,-2.48296,3.32092,1.8495,0
2.26242,,2.14275,1.06659,0.43489,-2.28835,-1.74753,3.7881,-2.96966,-1.40773,0.53891,-0.50529,,0.32233,0.27475,-2.1136,0.61206,0.75717,3.21674,,-0.25843,0.67388,1.53,-3.38208,,0
1.70915,0.59637,2.65246,-1.47499,0.94448,-2.26368,0.3278,1.87392,-1.53603,-0.02957,-0.64728,-1.44596,1.79093,0.28834,,,0.04605,0.41874,0.03843,1.44599,-1.35747,-0.34495,0.96612,-2.8991,0.81193,0
2.4019,,-0.31169,,2.63842,-0.5257,0.50398,1.39265,-0.60692,-1.79983,-0.37415,1.76237,,-1.50243,0.59536,,1.12685,-1.76587,4.99392,-1.13889,-4.95499,,-2.11745,-0.04813,2.13308,0
-0.66126,-1.71916,0.61929,0.84347,-2.6707,2.53437,-0.24804,0.41595,-1.40656,0.29865,-1.75922,-0.01372,,-0.61327,-1.0019,,-1.34283,0.26854,2.08932,0.08724,1.29393,,-0.32217,1.56012,0.89655,0
-0.31827,3.06413,5.44334,-8.62218,-4.08195,2.82801,0.07477,-2.20383,-1.0473,0.02599,-1.41714,2.0221,1.66846,-0.83158,,,-2.12125,-1.36363,-2.46228,0.50041,-4.40951,-0.01713,-1.69729,2.24674,1.04808,0
4.81729,,2.3952,-7.9466,-4.47924,4.80947,0.25138,-3.1451,1.6652,2.57676,0.50931,1.10618,,1.0174,,-1.75014,1.38297,-0.21605,0.25662,-0.99023,-9.74135,-0.10691,-1.23549,0.55022,0.41069,0
1.89558,-0.02076,6.26256,-6.20609,-2.09654,,-0.31496,2.33204,-1.67572,4.02293,-0.3043,1.26897,,0.42146,1.29992,-1.10795,0.90907,0.41906,-7.38986,,0.64062,-0.75025,5.29024,-9.12937,-0.1903,0
2.04614,-1.57623,-3.85501,3.74925,1.05111,,0.96473,4.2848,-0.02772,2.36056,-0.24124,0.42414,1.13949,0.08332,-0.25275,2.92887,-0.19895,-1.08077,1.1076,-0.84465,7.83576,1.63406,4.60354,-6.4541,-5.08421,1
1.71412,,-1.94111,,-0.73709,,0.8756,2.50545,1.80028,-2.15647,-0.37503,-0.26943,,1.40821,-1.66156,,0.58596,1.47937,4.43603,,,-1.55888,3.92527,-2.84642,0.74702,1
-1.70043,-1.75259,-0.14111,3.57201,0.53158,-2.33768,0.29453,-1.36598,-1.94708,2.62274,0.91156,-1.44244,,-1.48818,,1.92508,0.46191,-0.30598,-5.6913,-1.0608,4.11989,,-0.91936,2.72763,,0
